,companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary_raw,companyHQ,company_founded,company_industry,company_revenue,company_size,company_type,company_sector,requested_url,search_state,company_salary,job_seniority,job_title
1901,"IntelliGenesis, LLC",4.7,Data Science Talent Community,MD,$53K - $83K (Glassdoor est.),"Columbia, MD",2007.0,Aerospace & Defense,$5 to $25 million (USD),51 to 200 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&cs=1_c7a96c37&cb=1677373912944&jobListingId=1007620266911&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-a239a059a3584de3-,MD,68.0,no prefix,data_science
1902,LufCo,4.9,Data Scientist,MD,$71K - $103K (Glassdoor est.),"Havre de Grace, MD",2004.0,Information Technology Support Services,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7ca56b0b&cb=1677373912943&jobListingId=1008483738236&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-eb4243f8e0ed1319-,MD,87.0,no prefix,data_science
1903,GEICO,3.2,Azure Data Engineer - All Levels (REMOTE),MD,$91K - $133K (Glassdoor est.),"Washington, DC",1936.0,Insurance Carriers,$10+ billion (USD),10000+ Employees,Subsidiary or Business Segment,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&cs=1_d430b774&cb=1677373912944&jobListingId=1008213609756&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-76f80c96fb5cbc3e-,MD,112.0,no prefix,data_engineer
1904,University of Maryland,4.2,Transportation Data Scientist,MD,Employer est.:$100K ,"Adelphi, MD",1856.0,Colleges & Universities,$1 to $5 billion (USD),10000+ Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&cs=1_d03c1797&cb=1677373912943&jobListingId=1008193321613&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-c289b378c0dcdc89-,MD,100.0,no prefix,data_science
1905,"OPS Consulting, LLC",4.2,Data Scientist - Level 1,MD,$72K - $104K (Glassdoor est.),"Hanover, MD",1999.0,Information Technology Support Services,$1 to $5 million (USD),51 to 200 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8ea710dc&cb=1677373912943&jobListingId=1008440799199&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-2f6f5eb3c59bf6fd-,MD,88.0,no prefix,data_science
1906,Pragmatics,3.3,Junior Data Scientist,MD,$70K - $102K (Glassdoor est.),"Reston, VA",1985.0,Information Technology Support Services,$100 to $500 million (USD),201 to 500 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&cs=1_e3ea8445&cb=1677373912943&jobListingId=1008339714769&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-7a6c21ad1977406c-,MD,86.0,junior,data_science
1907,Bigbear.ai,2.9,Data Scientist,MD,$106K - $158K (Glassdoor est.),"Columbia, MD",2020.0,Information Technology Support Services,$100 to $500 million (USD),501 to 1000 Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&cs=1_75584308&cb=1677373912944&jobListingId=1008462712196&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-89356f047977f34e-,MD,132.0,no prefix,data_science
1908,Amdex Corporation,3.6,Data Analyst,MD,$58K - $86K (Glassdoor est.),"Rockville, MD",1987.0,Information Technology Support Services,$5 to $25 million (USD),51 to 200 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fb8c3378&cb=1677373912944&jobListingId=1007886805696&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-c8ed64c9940bb5c5-,MD,72.0,no prefix,data_analytics
1909,Amdex Corporation,3.6,Data Science Software Engineer,MD,$84K - $116K (Glassdoor est.),"Rockville, MD",1987.0,Information Technology Support Services,$5 to $25 million (USD),51 to 200 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_52b0a5ea&cb=1677373912942&jobListingId=1008415011858&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-87ddb8145a39ef60-,MD,100.0,no prefix,software_engineer
1910,DigiFlight,2.8,Data Scientist,MD,$107K - $155K (Glassdoor est.),"Columbia, MD",,Enterprise Software & Network Solutions,$5 to $25 million (USD),51 to 200 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_533cf68a&cb=1677373912944&jobListingId=1008298325847&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-d46344198850e2b0-,MD,131.0,no prefix,data_science
1911,NextRev Tech,3.6,Data Scientist,MD,$73K - $106K (Glassdoor est.),"Chantilly, VA",1966.0,Aerospace & Defense,$100 to $500 million (USD),1001 to 5000 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&cs=1_2837a8ef&cb=1677373912942&jobListingId=1008369506163&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-be2b2353156045f5-,MD,89.5,no prefix,data_science
1912,Axle Informatics,3.9,Program / Management Analyst,MD,$61K - $94K (Glassdoor est.),"Rockville, MD",2002.0,Research & Development,$100 to $500 million (USD),501 to 1000 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=1110586&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f958142e&cb=1677373912944&jobListingId=1008461720715&cpc=9908D8D4413DBB8A&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-7607a37cd1f9b863--6NYlbfkN0Bo31RVmdkw5vQjGIRdvR91C8LyiQ62zsY7_1VlbtgjgJKiWNe_wJL9nvEYEdLxFIh42SCkcFeNJrGFUOpgQUiXmDyR2ZUr7V2RTo4kJEbtOs1pLYwgaLJXm3764hZ8ZVITt7TwKCcGqmM9DqmelfgQTs3TGZ4x09bt-OmXzOHGBTII80hNsteMp7RKmZfw-A10Qaj29S4CKDsVwlN7xUKDl94EwoyqDMzr3349GKGZMmvNMLPHN4bZeYWTCKd1vkLxmMkEfMRKtdkLuvg3ofpoUhOp1TkoKOHPd4aUq0QVB8TkbHEukf8A-ZvityfEsTj6rWkyqqm0t59CdxjyupBC3u2TPz0XZZcidXDaayi7IKx9ksq3mHBSRChmVA6PuNUKna83Zcmwmj9MP3O1_XC9JeatLsivKEfFKyjKhcVnvMh-b8NuOBCf9F1N0dGAP0-WUoH5mpDUQBm_uE9ZeycpsTBtrM_9bCwkBoaLEoFWSxVlFoWJQMWn2pin3aV4rNtTcfFtmN8wLKW0xQsxsGdW6601N18YgHb-2zJz5mE9VX3okR2haxXW5eCZo4nJOX7IGWQUN1d0Tykm0nKEt_kGPs9MtfMPtMo%3D,MD,77.5,no prefix,other title
1913,Trigint Solutions,4.0,Data Analytics/Data Scientist,MD,$80K - $118K (Glassdoor est.),"Gaithersburg, MD",,,Unknown / Non-Applicable,1 to 50 Employees,Company - Public,,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&cs=1_ff87ecf8&cb=1677373912942&jobListingId=1006752963637&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-b04bdcc386946cea-,MD,99.0,no prefix,data_analytics
1914,Internet of Things LLC,,"Data Engineer/ON Site in Columbia, MD/ Green Card or US Citizen can apply",MD,Employer est.:$110K - $115K ,"McLean, VA",,,Unknown / Non-Applicable,Unknown,Company - Private,,https://www.glassdoor.com/partner/jobListing.htm?pos=424&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_803787e5&cb=1677373912944&jobListingId=1008351735051&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-feb2db40617aeadc-,MD,112.5,no prefix,data_engineer
1915,McCormick & Company,3.8,Sr OM HRIS Data Analyst (HYBRID),MD,$54K - $77K (Glassdoor est.),"Hunt Valley, MD",1889.0,Food & Beverage Manufacturing,$5 to $10 billion (USD),10000+ Employees,Company - Public,Manufacturing,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&cs=1_cead58a9&cb=1677373912943&jobListingId=1008471240307&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-b3e697b62418ce52-,MD,65.5,senior,data_analytics
1916,Markesman Group,5.0,Data Scientist,MD,$82K - $131K (Glassdoor est.),"Newport News, VA",2016.0,National Agencies,$5 to $25 million (USD),51 to 200 Employees,Company - Public,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_194c4951&cb=1677373912941&jobListingId=1008336075297&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-b45373f0e90d57bb-,MD,106.5,no prefix,data_science
1917,Rekor Systems Inc,2.9,Data Analyst,MD,$56K - $83K (Glassdoor est.),"Columbia, MD",2019.0,Computer Hardware Development,Unknown / Non-Applicable,51 to 200 Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9eb3e31b&cb=1677373912943&jobListingId=1008459403809&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-da4c5d941cb44689-,MD,69.5,no prefix,data_analytics
1918,Johns Hopkins University,4.1,Research Data Analyst,MD,Employer est.:$82K ,"Baltimore, MD",1876.0,Colleges & Universities,$1 to $5 billion (USD),10000+ Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=1136043&s=58&guid=000001868b46b5d9ac143c021227694c&src=GD_JOB_AD&t=SR&vt=w&cs=1_9eb346df&cb=1677373912942&jobListingId=1008462756074&jrtk=3-0-1gq5kddg4jihh801-1gq5kddgsis2h800-8bc25fc739618c37-,MD,82.0,no prefix,data_analytics
1919,Kaiser Permanente,3.9,"Data Scientist III Advanced Analytics - Python, ML",MD,$95K - $132K (Glassdoor est.),"Oakland, CA",1945.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Nonprofit Organization,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_316974ba&cb=1677374434064&jobListingId=1008293543862&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-3a088535bc27d7b3-,MD,113.5,no prefix,data_science
1920,ManTech International Corporation,4.2,Data Scientist,MD,$76K - $109K (Glassdoor est.),"Herndon, VA",1968.0,Aerospace & Defense,$1 to $5 billion (USD),5001 to 10000 Employees,Company - Public,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=511&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_e2840c78&cb=1677374434063&jobListingId=1008461840130&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-2e102e577affc9bc-,MD,92.5,no prefix,data_science
1921,Energetics Careers,3.4,Transportation Data Analyst,MD,$40K - $60K (Glassdoor est.),"Alexandria, VA",1959.0,Aerospace & Defense,$500 million to $1 billion (USD),1001 to 5000 Employees,Company - Public,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=520&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_ef27727a&cb=1677374434064&jobListingId=1008474475542&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-0049f546194ebd0a-,MD,50.0,no prefix,data_analytics
1922,MAG Aerospace,3.8,SME - DATA SCIENCE,MD,$73K - $108K (Glassdoor est.),"Fairfax, VA",2009.0,Aerospace & Defense,$500 million to $1 billion (USD),1001 to 5000 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=512&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_f5c37e96&cb=1677374434063&jobListingId=1008383005402&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-f64fd5958bb8102f-,MD,90.5,no prefix,data_science
1923,Mathematica Policy Research,3.7,Medicaid Data Advisory Services Analyst,MD,Employer est.:$70K - $95K ,"Princeton, NJ",1986.0,Business Consulting,$100 to $500 million (USD),1001 to 5000 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=517&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_1e84174f&cb=1677374434064&jobListingId=1008319945969&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-39fd46e1c3fe66f1-,MD,82.5,no prefix,other title
1924,CE Science,5.0,Mathematician,MD,$62K - $97K (Glassdoor est.),"Columbia, MD",,,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,,https://www.glassdoor.com/partner/jobListing.htm?pos=501&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_67c338a9&cb=1677374434062&jobListingId=1005823907237&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-7c49f87a0da2b6c5-,MD,79.5,no prefix,other title
1925,Johns Hopkins University,4.1,Sr Research Data Analyst,MD,Employer est.:$95K ,"Baltimore, MD",1876.0,Colleges & Universities,$1 to $5 billion (USD),10000+ Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=522&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_b7a198ab&cb=1677374434064&jobListingId=1008470232499&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-e3a977ddd1d32703-,MD,95.0,senior,data_analytics
1926,Acquired Data Solutions,4.5,TSA Data Analyst - Check Point,MD,$48K - $71K (Glassdoor est.),"Rockville, MD",,Information Technology Support Services,Unknown / Non-Applicable,Unknown,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_9aea00c1&cb=1677374434065&jobListingId=1007426462664&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-66439af22937bbae-,MD,59.5,no prefix,data_analytics
1927,Parsons,3.9,Data Scientist/Engineer,MD,Employer est.:$122K - $219K ,"Centreville, VA",1944.0,Information Technology Support Services,$1 to $5 billion (USD),10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=527&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_c3689a48&cb=1677374434064&jobListingId=1008389092139&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-e30fc68a30342647-,MD,170.5,no prefix,data_science
1928,HII,3.5,Software Developer (Data Scientist 2),MD,$77K - $112K (Glassdoor est.),"Newport News, VA",2011.0,Aerospace & Defense,Unknown / Non-Applicable,1001 to 5000 Employees,Company - Public,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=503&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_b91aa5ce&cb=1677374434062&jobListingId=1008477085680&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-4132faf12f254045-,MD,94.5,no prefix,software_engineer
1929,National Aeronautics and Space Administration (NASA),4.6,"Integrating Satellite, Surface, and Model Data into Machine Learning Algorithms",MD,$73K - $122K (Glassdoor est.),"Washington, DC",1958.0,National Agencies,$10+ billion (USD),10000+ Employees,Government,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=515&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_dfad4bd1&cb=1677374434064&jobListingId=1008474291222&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-23036c5a03921dcf-,MD,97.5,no prefix,machine_learning_engineer
1930,Axle Informatics,3.9,Management Analyst,MD,$64K - $97K (Glassdoor est.),"Rockville, MD",2002.0,Research & Development,$100 to $500 million (USD),501 to 1000 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_150d940a&cb=1677374434065&jobListingId=1008492573335&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-edbab386517d46f7-,MD,80.5,no prefix,other title
1931,CE Science,5.0,Data Miner / Data Modeler,MD,$58K - $86K (Glassdoor est.),"Columbia, MD",,,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,,https://www.glassdoor.com/partner/jobListing.htm?pos=507&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_9d6ae06e&cb=1677374434062&jobListingId=1005823907221&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-4ed0484048d38869-,MD,72.0,no prefix,other title
1932,University of Maryland,4.2,Senior Data Analyst,MD,Employer est.:$99K - $124K ,"Adelphi, MD",1856.0,Colleges & Universities,$1 to $5 billion (USD),10000+ Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=518&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_6d73db99&cb=1677374434064&jobListingId=1008453843680&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-d82c6f64f88aae99-,MD,111.5,senior,data_analytics
1933,Erias Ventures LLC,5.0,Data Scientist,MD,Employer est.:$150K - $245K ,"Sykesville, MD",2017.0,Software Development,Less than $1 million (USD),1 to 50 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=504&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ba3da51e&cb=1677374434062&jobListingId=1008410016502&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-8b533806b9c901f8-,MD,197.5,no prefix,data_science
1934,American Nurses Association Enterprise,,Research Data Scientist,MD,Employer est.:$95K - $115K ,,,,,,,,https://www.glassdoor.com/partner/jobListing.htm?pos=519&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e211f13b&cb=1677374434064&jobListingId=1008426158963&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-1b3fb41324cbe613-,MD,105.0,no prefix,data_science
1935,EverWatch,2.8,Data Scientist,MD,$85K - $122K (Glassdoor est.),"Greenwich, CT",,,Unknown / Non-Applicable,1 to 50 Employees,Contract,,https://www.glassdoor.com/partner/jobListing.htm?pos=525&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_432fe33c&cb=1677374434064&jobListingId=1008345734561&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-71218014a3e79391-,MD,103.5,no prefix,data_science
1936,T. Rowe Price,3.8,"Quantitative Developer, Multi-Asset",MD,$99K - $141K (Glassdoor est.),"Baltimore, MD",1937.0,Investment & Asset Management,$1 to $5 billion (USD),5001 to 10000 Employees,Company - Public,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=508&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&cs=1_72942a28&cb=1677374434062&jobListingId=1008477739292&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-9446104923a4cc9a-,MD,120.0,no prefix,other title
1937,HNM Global Solutions,,Senior Data Analyst - Tableau and SQL,MD,Employer est.:$110K ,,,,,,,,https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_66809803&cb=1677374434064&jobListingId=1008325357205&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-274acc7f735ac89b-,MD,110.0,senior,data_analytics
1938,Tradeswell,4.5,Solutions Data Scientist,MD,$83K - $117K (Glassdoor est.),"Baltimore, MD",2019.0,Enterprise Software & Network Solutions,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=526&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_052a2df6&cb=1677374434064&jobListingId=1008189538368&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-1c5867b95331c6d3-,MD,100.0,no prefix,data_science
1939,Pragmatics,3.3,Data Scientist,MD,Employer est.:$140K - $180K ,"Reston, VA",1985.0,Information Technology Support Services,$100 to $500 million (USD),201 to 500 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=513&ao=1136043&s=58&guid=000001868b4ea9a1bece3a812f8da22f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_898e014b&cb=1677374434064&jobListingId=1008440256275&jrtk=3-0-1gq5ktae6k6da801-1gq5ktaeqkcnj800-1e8ba3285d3f1f6e-,MD,160.0,no prefix,data_science
1940,LifeBridge Health,3.4,SENIOR DATA ANALYST - ACE,MD,$83K - $120K (Glassdoor est.),"Baltimore, MD",1998.0,Health Care Services & Hospitals,$1 to $5 billion (USD),10000+ Employees,Nonprofit Organization,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=618&ao=1136043&s=58&guid=000001868b56dfab9d1a5eb8787c363c&src=GD_JOB_AD&t=SR&vt=w&cs=1_3e0d4f10&cb=1677374972227&jobListingId=1008424362024&jrtk=3-0-1gq5ldnvgii2u801-1gq5ldo03is2h800-e7781f36cfb54f45-,MD,101.5,senior,data_analytics
1941,US United States Army Futures Command,4.3,Operations Research Analyst,MD,Employer est.:$156K - $184K ,"Austin, TX",,National Agencies,$5 to $10 billion (USD),10000+ Employees,Government,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=629&ao=1136043&s=58&guid=000001868b56dfab9d1a5eb8787c363c&src=GD_JOB_AD&t=SR&vt=w&cs=1_37246b70&cb=1677374972227&jobListingId=1008468800253&jrtk=3-0-1gq5ldnvgii2u801-1gq5ldo03is2h800-abfe4345238598f9-,MD,170.0,no prefix,other title
1942,Booz Allen Hamilton,4.2,Robotic Process Automation Developer,MD,Employer est.:$58K - $133K ,"McLean, VA",1914.0,Business Consulting,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=627&ao=1136043&s=58&guid=000001868b56dfab9d1a5eb8787c363c&src=GD_JOB_AD&t=SR&vt=w&cs=1_99670e75&cb=1677374972227&jobListingId=1008474363301&jrtk=3-0-1gq5ldnvgii2u801-1gq5ldo03is2h800-4a0028af34484d6e-,MD,95.5,no prefix,other title
1943,"TeamWorx Security, LLC",3.3,Senior Data Scientist,MD,$95K - $142K (Glassdoor est.),"Columbia, MD",2016.0,Aerospace & Defense,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=606&ao=1136043&s=58&guid=000001868b56dfab9d1a5eb8787c363c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_800b82a4&cb=1677374972226&jobListingId=1008484005207&jrtk=3-0-1gq5ldnvgii2u801-1gq5ldo03is2h800-16baeeee25a3bc46-,MD,118.5,senior,data_science
1944,Bethesda Softworks,3.3,Senior Data Analyst,MD,$68K - $96K (Glassdoor est.),"Rockville, MD",,Video Game Publishing,$5 to $25 million (USD),51 to 200 Employees,Subsidiary or Business Segment,Media & Communication,https://www.glassdoor.com/partner/jobListing.htm?pos=630&ao=1136043&s=58&guid=000001868b56dfab9d1a5eb8787c363c&src=GD_JOB_AD&t=SR&vt=w&cs=1_a507dc3c&cb=1677374972227&jobListingId=1007889206684&jrtk=3-0-1gq5ldnvgii2u801-1gq5ldo03is2h800-0741b38254c43ff8-,MD,82.0,senior,data_analytics
1945,Change Healthcare,3.5,Data Mining Analyst,MD,Employer est.:$68K - $167K ,"Nashville, TN",2007.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=620&ao=1136043&s=58&guid=000001868b56dfab9d1a5eb8787c363c&src=GD_JOB_AD&t=SR&vt=w&cs=1_4d186ff9&cb=1677374972227&jobListingId=1007738233910&jrtk=3-0-1gq5ldnvgii2u801-1gq5ldo03is2h800-e4cbb812e67e70b4-,MD,117.5,no prefix,other title
1946,Booz Allen Hamilton,4.2,Machine Learning Researcher,MD,Employer est.:$106K - $242K ,"McLean, VA",1914.0,Business Consulting,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=602&ao=1136043&s=58&guid=000001868b56dfab9d1a5eb8787c363c&src=GD_JOB_AD&t=SR&vt=w&cs=1_dc84ac84&cb=1677374972225&jobListingId=1008462226334&jrtk=3-0-1gq5ldnvgii2u801-1gq5ldo03is2h800-6982a839dc722eca-,MD,174.0,no prefix,machine_learning_engineer
